"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.992512000E0,-6.990463257E-2,4.221221924E-2,9.890981598E0,9.891318694E0
7.002559000E0,-7.349716187E-2,2.649490356E-2,9.884544983E0,9.884853733E0
7.012605000E0,-7.679031372E-2,5.044509888E-2,9.849817200E0,9.850245699E0
7.022651000E0,-5.628295898E-2,6.122268677E-2,9.878557434E0,9.878907478E0
7.032698000E0,-5.897735596E-2,4.670288086E-2,9.913135529E0,9.913420978E0
7.042744000E0,-6.331832886E-2,6.301895142E-2,9.867330780E0,9.867735167E0
7.052791000E0,-7.005432129E-2,8.038284302E-2,9.846224670E0,9.846801982E0
7.062837000E0,-6.556365967E-2,8.652008057E-2,9.904902649E0,9.905497504E0
7.072883000E0,-4.745132446E-2,9.879455566E-2,9.887389069E0,9.887996490E0
7.082930000E0,-4.505630493E-2,9.370513916E-2,9.829758911E0,9.830308793E0
7.092976000E0,-2.484832764E-2,9.924362183E-2,9.833052063E0,9.833584271E0
7.103022000E0,-5.388793945E-2,6.825805664E-2,9.918674011E0,9.919055258E0
7.113069000E0,-6.227050781E-2,6.825805664E-2,9.897567902E0,9.897999149E0
7.123115000E0,-6.855743408E-2,7.888595581E-2,9.792037354E0,9.792595093E0
7.133161000E0,-7.005432129E-2,5.179229736E-2,9.854756927E0,9.855142016E0
7.143208000E0,-5.493576050E-2,2.649490356E-2,9.896370392E0,9.896558334E0
7.153254000E0,-3.981719971E-2,2.978805542E-2,9.774224396E0,9.774350888E0
7.163301000E0,-3.233276367E-2,3.682342529E-2,9.812245331E0,9.812367696E0
7.173347000E0,-6.646179199E-2,2.769241333E-2,9.867929535E0,9.868192203E0
7.183393000E0,-8.637039185E-2,2.230361938E-2,9.825118561E0,9.825523499E0
7.193440000E0,-9.909393311E-2,4.790039063E-2,9.824669495E0,9.825285987E0
7.203486000E0,-7.634124756E-2,8.547225952E-2,9.854906616E0,9.855572937E0
7.213532000E0,-4.251159668E-2,9.849517822E-2,9.878856812E0,9.879439278E0
7.223579000E0,-2.978805542E-2,8.891510010E-2,9.813891907E0,9.814339895E0
7.233625000E0,-5.538482666E-2,9.999206543E-2,9.857451324E0,9.858114044E0
7.243671000E0,-7.379653931E-2,9.190887451E-2,9.884694672E0,9.885397408E0
7.253718000E0,-7.903564453E-2,7.499404907E-2,9.859546967E0,9.860148940E0
7.263764000E0,-6.122268677E-2,7.274871826E-2,9.843081207E0,9.843540433E0
7.273811000E0,-9.280700684E-3,8.652008057E-2,9.833950195E0,9.834335173E0
7.283857000E0,-2.230361938E-2,6.227050781E-2,9.846673737E0,9.846895894E0
7.293903000E0,-6.496490479E-2,5.164260864E-2,9.862540741E0,9.862889904E0
7.303950000E0,-9.086105347E-2,6.077362061E-2,9.942474518E0,9.943075415E0
7.313996000E0,-7.544311523E-2,8.262817383E-2,9.801168365E0,9.801806997E0
7.324042000E0,-6.661148071E-2,6.391708374E-2,9.879156189E0,9.879587516E0
7.334089000E0,-5.014572144E-2,4.595443726E-2,9.919422455E0,9.919655651E0
7.344135000E0,-3.083587646E-2,4.191284180E-2,9.739945679E0,9.740084669E0
7.354181542E0,-5.733078003E-2,5.044509888E-2,9.895023193E0,9.895317859E0
7.364227542E0,-7.723937988E-2,4.131408691E-2,9.909393311E0,9.909780450E0
7.374273542E0,-5.673202515E-2,5.777984619E-2,9.767338715E0,9.767674370E0
7.384320542E0,-5.358856201E-2,4.670288086E-2,9.848170624E0,9.848427160E0
7.394366542E0,-4.565505981E-2,2.874023438E-2,9.938881989E0,9.939028402E0
7.404412542E0,-4.460723877E-2,4.445755005E-2,9.876312103E0,9.876512899E0
7.414459542E0,-7.050338745E-2,6.765930176E-2,9.849368134E0,9.849852849E0
7.424505542E0,-7.753875732E-2,4.415817261E-2,9.884245605E0,9.884648370E0
7.434552542E0,-8.412506104E-2,3.622467041E-2,9.824220428E0,9.824647387E0
7.444598542E0,-7.529342651E-2,4.700225830E-2,9.878557434E0,9.878956184E0
7.454644542E0,-4.730163574E-2,6.271957397E-2,9.883646851E0,9.883959038E0
7.464691542E0,-3.577560425E-2,6.855743408E-2,9.869725800E0,9.870028742E0
7.474737542E0,-5.613327026E-2,6.840774536E-2,9.902208252E0,9.902603639E0
7.484783542E0,-7.978408813E-2,9.131011963E-2,9.780062256E0,9.780813911E0
7.494830542E0,-7.694000244E-2,1.101708984E-1,9.795929260E0,9.796850895E0
7.504876542E0,-7.229965210E-2,1.163081360E-1,9.879455566E0,9.880404704E0
7.514923542E0,-5.209167480E-2,1.142124939E-1,9.801767120E0,9.802570924E0
7.524969542E0,-3.772155762E-2,9.939331055E-2,9.828112335E0,9.828687299E0
7.535015542E0,-5.044509888E-2,8.637039185E-2,9.814041595E0,9.814551288E0
7.545062542E0,-5.014572144E-2,6.975494385E-2,9.830058289E0,9.830433678E0
7.555108542E0,-6.047424316E-2,5.748046875E-2,9.837542725E0,9.837896523E0
7.565154542E0,-5.194198608E-2,5.927673340E-2,9.840686188E0,9.841001796E0
7.575201542E0,-3.397933960E-2,2.739303589E-2,9.882299652E0,9.882396035E0
7.585247542E0,-4.790039063E-2,8.981323242E-4,9.871222687E0,9.871338946E0
7.595293542E0,-6.107299805E-2,2.499801636E-2,9.795031128E0,9.795253422E0
7.605340542E0,-6.571334839E-2,3.742218018E-2,9.864337006E0,9.864626867E0
7.615386542E0,-7.858657837E-2,6.676116943E-2,9.873168640E0,9.873707100E0
7.625433542E0,-7.768844604E-2,6.421646118E-2,9.898466034E0,9.898979194E0
7.635479542E0,-5.613327026E-2,7.110214233E-2,9.897118835E0,9.897533415E0
7.645525542E0,-4.266128540E-2,6.975494385E-2,9.872569885E0,9.872908481E0
7.655572542E0,-6.017486572E-2,4.236190796E-2,9.909542999E0,9.909816245E0
7.665618542E0,-7.544311523E-2,4.011657715E-2,9.851912842E0,9.852283372E0
7.675665542E0,-8.532257080E-2,5.313949585E-2,9.796677704E0,9.797193362E0
7.685711542E0,-8.367599487E-2,5.089416504E-2,9.878108368E0,9.878593868E0
7.695757542E0,-6.810836792E-2,5.164260864E-2,9.881700897E0,9.882070549E0
7.705804542E0,-3.712280273E-2,7.619155884E-2,9.806856537E0,9.807222766E0
7.715850542E0,-3.966751099E-2,8.457412720E-2,9.835746460E0,9.836190051E0
7.725896542E0,-5.912704468E-2,7.768844604E-2,9.944270782E0,9.944750017E0
7.735943542E0,-5.673202515E-2,9.505233765E-2,9.807455292E0,9.808079974E0
7.745989542E0,-4.954696655E-2,1.167572021E-1,9.806108093E0,9.806928320E0
7.756036542E0,-3.562591553E-2,1.026864624E-1,9.891430664E0,9.892027815E0
7.766082542E0,-3.652404785E-2,7.918533325E-2,9.832453308E0,9.832839996E0
7.776128542E0,-6.137237549E-2,7.334747314E-2,9.821076965E0,9.821542607E0
7.786175542E0,-4.939727783E-2,4.805007935E-2,9.862391052E0,9.862631807E0
7.796221542E0,-6.601272583E-2,4.460723877E-2,9.825268250E0,9.825591263E0
7.806267542E0,-6.661148071E-2,3.906875610E-2,9.858349457E0,9.858651909E0
7.816314542E0,-5.987548828E-2,6.092330933E-2,9.830058289E0,9.830429425E0
7.826360542E0,-6.810836792E-2,5.224136353E-2,9.867929535E0,9.868302854E0
7.836407542E0,-6.975494385E-2,4.939727783E-2,9.871072998E0,9.871443054E0
7.846453542E0,-7.125183105E-2,3.502716064E-2,9.834249573E0,9.834570066E0
7.856499542E0,-7.140151978E-2,8.652008057E-2,9.845925293E0,9.846564313E0
7.866546542E0,-5.194198608E-2,7.828720093E-2,9.907297668E0,9.907743131E0
7.876592542E0,-5.598358154E-2,7.349716187E-2,9.877359924E0,9.877792014E0
7.886638542E0,-2.035766602E-2,8.128097534E-2,9.833201752E0,9.833558752E0
7.896685542E0,-4.385879517E-2,7.768844604E-2,9.834249573E0,9.834654226E0
7.906731542E0,-6.601272583E-2,7.454498291E-2,9.939031677E0,9.939530437E0
7.916778542E0,-7.708969116E-2,6.900650024E-2,9.854158173E0,9.854701315E0
7.926824542E0,-8.158035278E-2,8.786727905E-2,9.786798248E0,9.787532680E0
7.936870542E0,-6.930587769E-2,8.217910767E-2,9.896220703E0,9.896804581E0
7.946917542E0,-5.628295898E-2,6.256988525E-2,9.862690430E0,9.863049492E0
7.956963542E0,-5.643264771E-2,4.790039063E-2,9.780211945E0,9.780492052E0
7.967010542E0,-7.798782349E-2,2.859054565E-2,9.891430664E0,9.891779420E0
7.977056542E0,-7.514373779E-2,2.529739380E-2,9.862540741E0,9.862859444E0
7.987102542E0,-5.703140259E-2,1.736389160E-2,9.832602997E0,9.832783725E0
7.997149542E0,-6.032455444E-2,2.290237427E-2,9.806108093E0,9.806320386E0
8.007195542E0,-4.101470947E-2,3.188369751E-2,9.864187317E0,9.864324113E0
8.017241542E0,-3.053649902E-2,3.577560425E-2,9.878258057E0,9.878370038E0
8.027288542E0,-3.143463135E-2,4.760101318E-2,9.812844086E0,9.813009887E0
8.037334542E0,-3.697311401E-2,7.364685059E-2,9.864037628E0,9.864381846E0
8.047381542E0,-6.077362061E-2,7.858657837E-2,9.868079224E0,9.868579272E0
8.057427542E0,-9.190887451E-2,6.286926270E-2,9.874815216E0,9.875443045E0
8.067473542E0,-8.816665649E-2,8.008346558E-2,9.883946228E0,9.884663867E0
8.077520542E0,-5.972579956E-2,1.076261902E-1,9.815987549E0,9.816759248E0
8.087566542E0,-4.086502075E-2,8.427474976E-2,9.841734009E0,9.842179661E0
8.097613542E0,-6.466552734E-2,7.349716187E-2,9.861492920E0,9.861978811E0
8.107659542E0,-7.454498291E-2,8.816665649E-2,9.837692413E0,9.838369902E0
8.117705542E0,-7.948471069E-2,9.849517822E-2,9.885592804E0,9.886402996E0
8.127752542E0,-6.646179199E-2,1.043330383E-1,9.893376617E0,9.894149961E0
8.137798542E0,-4.805007935E-2,7.978408813E-2,9.849817200E0,9.850257518E0
8.147844542E0,-4.685256958E-2,9.071136475E-2,9.853260040E0,9.853788974E0
8.157891542E0,-3.966751099E-2,8.427474976E-2,9.877210236E0,9.877649406E0
8.167937542E0,-5.463638306E-2,7.229965210E-2,9.847721558E0,9.848138517E0
8.177984542E0,-5.598358154E-2,8.861572266E-2,9.851014709E0,9.851572347E0
8.188030542E0,-2.903961182E-2,7.229965210E-2,9.833800507E0,9.834109159E0
8.198076542E0,-3.457809448E-2,4.191284180E-2,9.851912842E0,9.852062676E0
8.208123542E0,-5.673202515E-2,1.721420288E-2,9.872719574E0,9.872897581E0
8.218169542E0,-7.050338745E-2,3.023712158E-2,9.835147705E0,9.835446883E0
8.228216542E0,-6.107299805E-2,4.041595459E-2,9.832153931E0,9.832426673E0
8.238262542E0,-6.122268677E-2,2.469863892E-2,9.852960663E0,9.853181824E0
8.248308542E0,-4.296066284E-2,3.472778320E-2,9.821376343E0,9.821531698E0
8.258355542E0,-4.745132446E-2,2.888992310E-2,9.820777588E0,9.820934716E0
8.268401542E0,-5.463638306E-2,3.427871704E-2,9.881102142E0,9.881312651E0
8.278448542E0,-7.439529419E-2,4.460723877E-2,9.902657318E0,9.903037232E0
8.288494542E0,-7.514373779E-2,5.224136353E-2,9.844727783E0,9.845153166E0
8.298540542E0,-7.514373779E-2,7.379653931E-2,9.857151947E0,9.857714594E0
8.308587542E0,-6.331832886E-2,7.649093628E-2,9.896520081E0,9.897018227E0
8.318633542E0,-6.017486572E-2,7.529342651E-2,9.845925293E0,9.846397056E0
8.328679542E0,-6.765930176E-2,1.013392639E-1,9.821675720E0,9.822431541E0
8.338726542E0,-7.095245361E-2,8.831634521E-2,9.872569885E0,9.873219848E0
8.348772542E0,-7.379653931E-2,7.604187012E-2,9.863139496E0,9.863708684E0
8.358819625E0,-6.316864014E-2,8.681945801E-2,9.853409729E0,9.853994681E0
8.368865625E0,-5.508544922E-2,8.442443848E-2,9.839488678E0,9.840005048E0
8.378911625E0,-4.236190796E-2,6.661148071E-2,9.871222687E0,9.871538328E0
8.388958625E0,-4.430786133E-2,5.822891235E-2,9.835596771E0,9.835868932E0
8.399004625E0,-4.385879517E-2,6.002517700E-2,9.800719299E0,9.801001245E0
8.409051625E0,-5.164260864E-2,6.571334839E-2,9.859846344E0,9.860200562E0
8.419097625E0,-6.197113037E-2,5.478607178E-2,9.894274750E0,9.894620496E0
8.429143625E0,-5.598358154E-2,6.586303711E-2,9.831854553E0,9.832234540E0
8.439190625E0,-5.074447632E-2,7.948471069E-2,9.834698639E0,9.835150743E0
8.449236625E0,-4.849914551E-2,6.316864014E-2,9.887838135E0,9.888158849E0
8.459283625E0,-5.718109131E-2,4.311035156E-2,9.864037628E0,9.864297568E0
8.469329625E0,-6.032455444E-2,5.852828979E-2,9.819280701E0,9.819640426E0
8.479375625E0,-7.035369873E-2,7.005432129E-2,9.842183075E0,9.842683828E0
8.489422625E0,-7.140151978E-2,6.840774536E-2,9.861193542E0,9.861689301E0
8.499468625E0,-7.708969116E-2,5.643264771E-2,9.848470001E0,9.848933385E0
8.509515625E0,-7.469467163E-2,6.406677246E-2,9.830507355E0,9.830999883E0
8.519561625E0,-6.631210327E-2,7.110214233E-2,9.872869263E0,9.873347978E0
8.529607625E0,-6.451583862E-2,7.379653931E-2,9.890532532E0,9.891018248E0
8.539654625E0,-4.999603271E-2,7.125183105E-2,9.834399261E0,9.834784454E0
8.549700625E0,-4.700225830E-2,8.652008057E-2,9.843679962E0,9.844172395E0
8.559747625E0,-5.239105225E-2,8.397537231E-2,9.888436890E0,9.888932238E0
8.569793625E0,-6.092330933E-2,5.029541016E-2,9.876312103E0,9.876628070E0
8.579839625E0,-6.661148071E-2,3.981719971E-2,9.836345215E0,9.836651345E0
8.589886625E0,-6.182144165E-2,6.601272583E-2,9.855954437E0,9.856369384E0
8.599932625E0,-5.852828979E-2,5.777984619E-2,9.887089691E0,9.887431751E0
8.609978625E0,-5.493576050E-2,6.017486572E-2,9.843530273E0,9.843867492E0
8.620025625E0,-5.403762817E-2,7.529342651E-2,9.830806732E0,9.831243572E0
8.630071625E0,-5.074447632E-2,5.972579956E-2,9.862241364E0,9.862552757E0
8.640118625E0,-6.077362061E-2,5.777984619E-2,9.869875488E0,9.870231714E0
8.650164625E0,-6.137237549E-2,4.730163574E-2,9.824220428E0,9.824525996E0
8.660210625E0,-5.418731689E-2,6.092330933E-2,9.815837860E0,9.816176486E0
8.670257625E0,-5.792953491E-2,7.214996338E-2,9.886341248E0,9.886774232E0
8.680303625E0,-5.897735596E-2,6.376739502E-2,9.848020935E0,9.848403980E0
8.690350625E0,-5.358856201E-2,7.319778442E-2,9.810898132E0,9.811317537E0
8.700396625E0,-5.448669434E-2,6.062393188E-2,9.858948212E0,9.859285162E0
8.710442625E0,-5.628295898E-2,3.996688843E-2,9.885892181E0,9.886133185E0
8.720489625E0,-6.945556641E-2,5.284011841E-2,9.837692413E0,9.838079496E0
8.730535625E0,-6.750961304E-2,7.574249268E-2,9.821076965E0,9.821601052E0
8.740582625E0,-6.496490479E-2,7.424560547E-2,9.878258057E0,9.878750684E0
8.750628625E0,-7.200027466E-2,5.912704468E-2,9.867480469E0,9.867920290E0
8.760674625E0,-5.373825073E-2,7.694000244E-2,9.814191284E0,9.814639990E0
8.770721625E0,-5.298980713E-2,9.086105347E-2,9.837542725E0,9.838105026E0
8.780767625E0,-5.328918457E-2,6.900650024E-2,9.895322571E0,9.895706666E0
8.790814625E0,-6.092330933E-2,9.131011963E-2,9.829309845E0,9.829922747E0
8.800860625E0,-5.493576050E-2,1.098715210E-1,9.839189301E0,9.839956086E0
8.810906625E0,-5.179229736E-2,9.879455566E-2,9.875114594E0,9.875744582E0
8.820953625E0,-4.984634399E-2,4.715194702E-2,9.875563660E0,9.875802021E0
8.830999625E0,-4.700225830E-2,3.637435913E-2,9.855355682E0,9.855534888E0
8.841046625E0,-4.326004028E-2,5.029541016E-2,9.850565643E0,9.850789032E0
8.851092625E0,-4.864883423E-2,3.787124634E-2,9.878557434E0,9.878749816E0
8.861138625E0,-6.706054688E-2,3.457809448E-2,9.868977356E0,9.869265769E0
8.871185625E0,-5.763015747E-2,4.640350342E-2,9.827812958E0,9.828091476E0
8.881231625E0,-5.718109131E-2,6.077362061E-2,9.862540741E0,9.862893743E0
8.891278625E0,-7.005432129E-2,3.712280273E-2,9.902657318E0,9.902974688E0
8.901324625E0,-7.664062500E-2,1.631607056E-2,9.851912842E0,9.852224451E0
8.911370625E0,-6.361770630E-2,5.179229736E-2,9.811047821E0,9.811390778E0
8.921417625E0,-5.553451538E-2,8.532257080E-2,9.853559418E0,9.854085306E0
8.931463625E0,-7.170089722E-2,7.708969116E-2,9.875413971E0,9.875975139E0
8.941510625E0,-7.140151978E-2,6.810836792E-2,9.830956421E0,9.831451626E0
8.951556625E0,-6.182144165E-2,7.244934082E-2,9.807904358E0,9.808366770E0
8.961602625E0,-5.957611084E-2,7.140151978E-2,9.887838135E0,9.888275404E0
8.971649625E0,-4.805007935E-2,7.170089722E-2,9.844877472E0,9.845255825E0
8.981695625E0,-5.763015747E-2,8.786727905E-2,9.827064514E0,9.827626308E0
8.991742625E0,-4.999603271E-2,1.121168518E-1,9.870773621E0,9.871536945E0
9.001788625E0,-5.837860107E-2,8.277786255E-2,9.883946228E0,9.884465250E0
9.011834625E0,-5.523513794E-2,6.077362061E-2,9.850415955E0,9.850758287E0
9.021881625E0,-4.715194702E-2,7.679031372E-2,9.836045837E0,9.836458599E0
9.031927625E0,-5.089416504E-2,6.870712280E-2,9.871971130E0,9.872341408E0
9.041974625E0,-6.047424316E-2,4.505630493E-2,9.893376617E0,9.893664038E0
9.052020625E0,-4.131408691E-2,5.733078003E-2,9.841584320E0,9.841838019E0
9.062067625E0,-3.996688843E-2,6.765930176E-2,9.840985565E0,9.841299306E0
9.072113625E0,-4.565505981E-2,4.086502075E-2,9.875413971E0,9.875604054E0
9.082159625E0,-5.957611084E-2,5.239105225E-2,9.857750702E0,9.858069945E0
9.092206625E0,-6.885681152E-2,5.313949585E-2,9.858948212E0,9.859331869E0
9.102252625E0,-6.032455444E-2,5.628295898E-2,9.884095917E0,9.884440243E0
9.112299625E0,-6.316864014E-2,3.682342529E-2,9.878557434E0,9.878828029E0
9.122345625E0,-6.885681152E-2,4.266128540E-2,9.853409729E0,9.853742666E0
9.132391625E0,-5.852828979E-2,7.364685059E-2,9.849966888E0,9.850416089E0
9.142438625E0,-6.735992432E-2,5.643264771E-2,9.870324554E0,9.870715719E0
9.152484625E0,-7.140151978E-2,4.849914551E-2,9.873318329E0,9.873695619E0
9.162531625E0,-6.256988525E-2,6.466552734E-2,9.839937744E0,9.840349152E0
9.172577625E0,-6.526428223E-2,8.652008057E-2,9.850266266E0,9.850862432E0
9.182623625E0,-7.185058594E-2,5.628295898E-2,9.855804749E0,9.856227347E0
9.192670625E0,-6.451583862E-2,6.092330933E-2,9.843530273E0,9.843930221E0
9.202716625E0,-4.071533203E-2,8.951385498E-2,9.827962646E0,9.828454622E0
9.212763625E0,-3.263214111E-2,7.738906860E-2,9.837692413E0,9.838050922E0
9.222809625E0,-4.625381470E-2,5.628295898E-2,9.879156189E0,9.879424791E0
9.232855625E0,-6.122268677E-2,5.658233643E-2,9.849068756E0,9.849421564E0
9.242902625E0,-6.092330933E-2,7.170089722E-2,9.831555176E0,9.832005383E0
9.252948625E0,-6.795867920E-2,6.780899048E-2,9.880653076E0,9.881119453E0
9.262995625E0,-4.700225830E-2,6.212081909E-2,9.876012726E0,9.876319941E0
9.273041625E0,-5.029541016E-2,6.810836792E-2,9.841284943E0,9.841649135E0
9.283087625E0,-6.406677246E-2,6.406677246E-2,9.859397278E0,9.859813578E0
9.293134625E0,-6.376739502E-2,4.370910645E-2,9.868977356E0,9.869280157E0
9.303180625E0,-6.436614990E-2,4.864883423E-2,9.865983582E0,9.866313483E0
9.313227625E0,-6.646179199E-2,7.604187012E-2,9.841284943E0,9.841803130E0
9.323273625E0,-6.346801758E-2,7.200027466E-2,9.876461792E0,9.876928154E0
9.333320625E0,-5.718109131E-2,5.403762817E-2,9.892927551E0,9.893240383E0
9.343366625E0,-6.301895142E-2,6.406677246E-2,9.848769379E0,9.849179368E0
9.353412750E0,-6.062393188E-2,7.708969116E-2,9.824819183E0,9.825308650E0
9.363459750E0,-5.433700562E-2,8.397537231E-2,9.885892181E0,9.886398161E0
9.373505750E0,-5.284011841E-2,8.577163696E-2,9.874216461E0,9.874730355E0
9.383552750E0,-6.466552734E-2,7.828720093E-2,9.839039612E0,9.839563557E0
9.393598750E0,-6.496490479E-2,5.927673340E-2,9.870623932E0,9.871015701E0
9.403644750E0,-5.792953491E-2,4.954696655E-2,9.882000275E0,9.882294276E0
9.413691750E0,-4.775070190E-2,4.849914551E-2,9.840386810E0,9.840622179E0
9.423696750E0,-5.628295898E-2,5.179229736E-2,9.824070740E0,9.824368484E0
9.433702750E0,-5.328918457E-2,4.984634399E-2,9.858199768E0,9.858469813E0
9.443708750E0,-4.894821167E-2,4.550537109E-2,9.864486694E0,9.864713093E0
9.453713750E0,-6.825805664E-2,4.999603271E-2,9.824819183E0,9.825183497E0
9.463718750E0,-8.158035278E-2,6.706054688E-2,9.824669495E0,9.825237053E0
9.473723750E0,-7.319778442E-2,6.002517700E-2,9.878258057E0,9.878711615E0
9.483729750E0,-6.301895142E-2,6.451583862E-2,9.851763153E0,9.852175948E0
9.493734750E0,-6.137237549E-2,8.322692871E-2,9.806407471E0,9.806952675E0
9.503738750E0,-5.748046875E-2,7.978408813E-2,9.852661285E0,9.853151978E0
9.513742750E0,-5.972579956E-2,8.876541138E-2,9.871372375E0,9.871952140E0
9.523746750E0,-5.897735596E-2,7.454498291E-2,9.823471985E0,9.823931856E0
9.533750750E0,-5.418731689E-2,7.948471069E-2,9.834998016E0,9.835468472E0
9.543754750E0,-4.625381470E-2,7.559280396E-2,9.902956696E0,9.903353220E0
9.553759750E0,-5.254074097E-2,6.092330933E-2,9.895771637E0,9.896098649E0
9.563765750E0,-5.523513794E-2,6.197113037E-2,9.850865021E0,9.851214798E0
9.573770750E0,-5.343887329E-2,6.451583862E-2,9.860145721E0,9.860501592E0
9.583774750E0,-5.478607178E-2,4.864883423E-2,9.903705139E0,9.903976156E0
9.593778750E0,-5.792953491E-2,4.700225830E-2,9.881401520E0,9.881683108E0
9.603782750E0,-6.122268677E-2,5.224136353E-2,9.834249573E0,9.834578895E0
9.613787750E0,-6.137237549E-2,5.284011841E-2,9.875563660E0,9.875895719E0
9.623791750E0,-5.718109131E-2,4.430786133E-2,9.899214478E0,9.899478781E0
9.633795750E0,-6.286926270E-2,6.137237549E-2,9.834698639E0,9.835091074E0
9.643800750E0,-5.448669434E-2,6.002517700E-2,9.844278717E0,9.844612500E0
9.653805750E0,-5.463638306E-2,5.209167480E-2,9.882449341E0,9.882737660E0
9.663810750E0,-5.403762817E-2,6.346801758E-2,9.873018951E0,9.873370826E0
9.673816750E0,-5.927673340E-2,7.095245361E-2,9.829758911E0,9.830193703E0
9.683822750E0,-5.089416504E-2,8.577163696E-2,9.830058289E0,9.830564223E0
9.693828750E0,-6.421646118E-2,6.975494385E-2,9.868677979E0,9.869133424E0
9.703834750E0,-6.212081909E-2,5.912704468E-2,9.850116577E0,9.850489916E0
9.713840750E0,-6.256988525E-2,7.679031372E-2,9.828262024E0,9.828761171E0
9.723846750E0,-4.909790039E-2,8.382568359E-2,9.857002258E0,9.857480960E0
9.733852750E0,-5.209167480E-2,6.466552734E-2,9.888736267E0,9.889084899E0
9.743858750E0,-6.466552734E-2,6.975494385E-2,9.852810974E0,9.853270090E0
9.753863750E0,-6.197113037E-2,7.873626709E-2,9.836345215E0,9.836855545E0
9.763869750E0,-6.227050781E-2,6.496490479E-2,9.873917084E0,9.874327148E0
9.773875750E0,-6.167175293E-2,5.942642212E-2,9.875114594E0,9.875485970E0
9.783881750E0,-5.628295898E-2,6.511459351E-2,9.845326538E0,9.845702734E0
9.793887750E0,-4.535568237E-2,6.810836792E-2,9.851463776E0,9.851803612E0
9.803893750E0,-5.688171387E-2,5.164260864E-2,9.893675995E0,9.893974286E0
9.813898750E0,-6.780899048E-2,5.673202515E-2,9.873168640E0,9.873564482E0
9.823904750E0,-5.433700562E-2,6.077362061E-2,9.839937744E0,9.840275441E0
9.833910750E0,-4.954696655E-2,6.930587769E-2,9.885892181E0,9.886259274E0
9.843915750E0,-5.568420410E-2,5.074447632E-2,9.905950470E0,9.906236947E0
9.853920750E0,-4.909790039E-2,5.867797852E-2,9.846374359E0,9.846671607E0
9.863926750E0,-5.224136353E-2,6.810836792E-2,9.849068756E0,9.849442790E0
9.873933750E0,-6.122268677E-2,6.256988525E-2,9.895472260E0,9.895859460E0
9.883939750E0,-6.451583862E-2,5.493576050E-2,9.864037628E0,9.864401582E0
9.893945750E0,-6.466552734E-2,7.050338745E-2,9.829309845E0,9.829775399E0
9.903951750E0,-5.493576050E-2,7.304809570E-2,9.856852570E0,9.857276325E0
9.913957750E0,-6.406677246E-2,5.718109131E-2,9.880503387E0,9.880876551E0
9.923963750E0,-6.137237549E-2,6.361770630E-2,9.843081207E0,9.843478117E0
9.933968750E0,-5.478607178E-2,7.559280396E-2,9.830806732E0,9.831250012E0
9.943974750E0,-6.212081909E-2,6.750961304E-2,9.893825684E0,9.894251018E0
9.953979750E0,-6.810836792E-2,5.807922363E-2,9.884395294E0,9.884800568E0
9.963984750E0,-6.586303711E-2,5.882766724E-2,9.842482452E0,9.842878617E0
9.973990750E0,-5.523513794E-2,7.125183105E-2,9.844428406E0,9.844841206E0
9.983996750E0,-5.224136353E-2,6.137237549E-2,9.878557434E0,9.878886208E0
9.994000750E0,-5.882766724E-2,5.388793945E-2,9.862241364E0,9.862564034E0
1.000400575E1,-5.748046875E-2,6.511459351E-2,9.817334747E0,9.817718954E0
1.001401075E1,-5.912704468E-2,6.825805664E-2,9.854307861E0,9.854721640E0
1.002401575E1,-5.583389282E-2,6.451583862E-2,9.885742493E0,9.886110679E0
1.003402075E1,-5.942642212E-2,7.200027466E-2,9.847571869E0,9.848014381E0
1.004402575E1,-6.077362061E-2,7.514373779E-2,9.830357666E0,9.830832714E0
1.005403175E1,-5.942642212E-2,7.125183105E-2,9.887538757E0,9.887974059E0
1.006403775E1,-6.436614990E-2,5.209167480E-2,9.883946228E0,9.884293074E0
1.007404375E1,-5.254074097E-2,5.658233643E-2,9.831405487E0,9.831708699E0
1.008405075E1,-5.089416504E-2,6.721023560E-2,9.837542725E0,9.837903958E0
1.009405675E1,-5.388793945E-2,5.568420410E-2,9.899813232E0,9.900116498E0
1.010406175E1,-5.284011841E-2,5.942642212E-2,9.862391052E0,9.862711638E0
1.011406775E1,-6.062393188E-2,6.676116943E-2,9.842482452E0,9.842895567E0
1.012407275E1,-6.077362061E-2,6.062393188E-2,9.875413971E0,9.875787047E0
1.013407875E1,-5.718109131E-2,5.089416504E-2,9.896520081E0,9.896816134E0
1.014408475E1,-5.748046875E-2,5.807922363E-2,9.866133270E0,9.866471654E0
1.015408975E1,-5.852828979E-2,7.035369873E-2,9.840386810E0,9.840812354E0
1.016409475E1,-5.957611084E-2,6.765930176E-2,9.874216461E0,9.874627984E0
1.017409975E1,-6.496490479E-2,6.571334839E-2,9.874665527E0,9.875097871E0
1.018410475E1,-5.777984619E-2,8.008346558E-2,9.830058289E0,9.830554299E0
1.019411075E1,-5.822891235E-2,8.592132568E-2,9.863289185E0,9.863835290E0
1.020414775E1,-6.691085815E-2,6.735992432E-2,9.901759186E0,9.902214368E0
1.021419675E1,-5.523513794E-2,6.421646118E-2,9.861193542E0,9.861557319E0
1.022424375E1,-5.748046875E-2,7.214996338E-2,9.829758911E0,9.830191752E0
1.023428975E1,-4.999603271E-2,8.232879639E-2,9.873018951E0,9.873488788E0
